batch size,epoch,loss,acc,val_loss,val_acc,
16,0097,0.6931,0.4941,0.6931,0.4941,
16,0098,0.6931,0.4941,0.6931,0.4941,
16,0099,0.6931,0.4941,0.6931,0.4941,
16,0100,0.6931,0.4941,0.6931,0.4941,
batch size,epoch,loss,acc,val_loss,val_acc,
32,0001,0.6931,0.494,0.6931,0.4941,
32,0002,0.6931,0.4941,0.6931,0.4941,
32,0003,0.6931,0.4941,0.6931,0.4941,
32,0004,0.6931,0.4941,0.6931,0.4941,
32,0005,0.6931,0.4941,0.6931,0.4941,
32,0006,0.6931,0.4941,0.6931,0.4941,
32,0007,0.6931,0.4941,0.6931,0.4941,
32,0008,0.6931,0.4941,0.6931,0.4941,
32,0009,0.6931,0.4941,0.6931,0.4941,
32,0010,0.6931,0.4941,0.6931,0.4941,
32,0011,0.6931,0.4941,0.6931,0.4941,
32,0012,0.6931,0.4941,0.6931,0.4941,
32,0013,0.6931,0.4941,0.6931,0.4941,
32,0014,0.6931,0.4941,0.6931,0.4941,
32,0015,0.6931,0.4941,0.6931,0.4941,
32,0016,0.6931,0.4941,0.6931,0.4941,
32,0017,0.6931,0.4941,0.6931,0.4941,
32,0018,0.6931,0.4941,0.6931,0.4941,
32,0019,0.6931,0.4941,0.6931,0.4941,
32,0020,0.6931,0.4941,0.6931,0.4941,
32,0021,0.6931,0.4941,0.6931,0.4941,
32,0022,0.6931,0.4941,0.6931,0.4941,
32,0023,0.6931,0.4941,0.6931,0.4941,
32,0024,0.6931,0.4941,0.6931,0.4941,
32,0025,0.6931,0.4941,0.6931,0.4941,
32,0026,0.6931,0.4941,0.6931,0.4941,
32,0027,0.6931,0.4941,0.6931,0.4941,
32,0028,0.6931,0.4941,0.6931,0.4941,
32,0029,0.6931,0.4941,0.6931,0.4941,
32,0030,0.6931,0.4941,0.6931,0.4941,
32,0031,0.6931,0.4941,0.6931,0.4941,
32,0032,0.6931,0.4941,0.6931,0.4941,
32,0033,0.6931,0.4941,0.6931,0.4941,
32,0034,0.6931,0.4941,0.6931,0.4941,
32,0035,0.6931,0.4941,0.6931,0.4941,
32,0036,0.6931,0.4941,0.6931,0.4941,
32,0037,0.6931,0.4941,0.6931,0.4941,
32,0038,0.6931,0.4941,0.6931,0.4941,
32,0039,0.6931,0.4941,0.6931,0.4941,
32,0040,0.6931,0.4941,0.6931,0.4941,
32,0041,0.6931,0.4941,0.6931,0.4941,
32,0042,0.6931,0.4941,0.6931,0.4941,
32,0043,0.6931,0.4941,0.6931,0.4941,
32,0044,0.6931,0.4941,0.6931,0.4941,
32,0045,0.6931,0.4941,0.6931,0.4941,
32,0046,0.6931,0.4941,0.6931,0.4941,
32,0047,0.6931,0.4941,0.6931,0.4941,
32,0048,0.6931,0.4941,0.6931,0.4941,
32,0049,0.6931,0.4941,0.6931,0.4941,
32,0050,0.6931,0.4941,0.6931,0.4941,
32,0051,0.6931,0.4941,0.6931,0.4941,
32,0052,0.6931,0.4941,0.6931,0.4941,
32,0053,0.6931,0.4941,0.6931,0.4941,
32,0054,0.6931,0.4941,0.6931,0.4941,
32,0055,0.6931,0.4941,0.6931,0.4941,
32,0056,0.6931,0.4941,0.6931,0.4941,
32,0057,0.6931,0.4941,0.6931,0.4941,
32,0058,0.6931,0.4941,0.6931,0.4941,
32,0059,0.6931,0.4941,0.6931,0.4941,
32,0060,0.6931,0.4941,0.6931,0.4941,
32,0061,0.6931,0.4941,0.6931,0.4941,
32,0062,0.6931,0.4941,0.6931,0.4941,
32,0063,0.6931,0.4941,0.6931,0.4941,
32,0064,0.6931,0.4941,0.6931,0.4941,
32,0065,0.6931,0.4941,0.6931,0.4941,
32,0066,0.6931,0.4941,0.6931,0.4941,
32,0067,0.6931,0.4941,0.6931,0.4941,
32,0068,0.6931,0.4941,0.6931,0.4941,
32,0069,0.6931,0.4941,0.6931,0.4941,
32,0070,0.6931,0.4941,0.6931,0.4941,
32,0071,0.6931,0.4941,0.6931,0.4941,
32,0072,0.6931,0.4941,0.6931,0.4941,
32,0073,0.6931,0.4941,0.6931,0.4941,
32,0074,0.6931,0.4941,0.6931,0.4941,
32,0075,0.6931,0.4941,0.6931,0.4941,
32,0076,0.6931,0.4941,0.6931,0.4941,
32,0077,0.6931,0.4941,0.6931,0.4941,
32,0078,0.6931,0.4941,0.6931,0.4941,
32,0079,0.6931,0.4941,0.6931,0.4941,
32,0080,0.6931,0.4941,0.6931,0.4941,
32,0081,0.6931,0.4941,0.6931,0.4941,
32,0082,0.6931,0.4941,0.6931,0.4941,
32,0083,0.6931,0.4941,0.6931,0.4941,
32,0084,0.6931,0.4941,0.6931,0.4941,
32,0085,0.6931,0.4941,0.6931,0.4941,
32,0086,0.6931,0.4941,0.6931,0.4941,
32,0087,0.6931,0.4941,0.6931,0.4941,
32,0088,0.6931,0.4941,0.6931,0.4941,
32,0089,0.6931,0.4941,0.6931,0.4941,
32,0090,0.6931,0.4941,0.6931,0.4941,
32,0091,0.6931,0.4941,0.6931,0.4941,
32,0092,0.6931,0.4941,0.6931,0.4941,
32,0093,0.6931,0.4941,0.6931,0.4941,
32,0094,0.6931,0.4941,0.6931,0.4941,
32,0095,0.6931,0.4941,0.6931,0.4941,
32,0096,0.6931,0.4941,0.6931,0.4941,
32,0097,0.6931,0.4941,0.6931,0.4941,
32,0098,0.6931,0.4941,0.6931,0.4941,
32,0099,0.6931,0.4941,0.6931,0.4941,
32,0100,0.6931,0.4941,0.6931,0.4941,
